,Report Number,Report Class,year,season,month,date,state,county
2747,77535,B,2001,Winter,December,Doe season,New Jersey,Burlington County
2748,14143,A,1998,Summer,July,07/15/1998,New Jersey,Burlington County
2749,1428,B,1997,Spring,April,,New Jersey,Burlington County
2750,1427,B,1991,Summer,July,,New Jersey,Burlington County
2751,1429,B,1980,Fall,October,25-30,New Jersey,Burlington County
2753,51500,A,2016,Spring,March,Sunday (am) 20th,New Jersey,Camden County
2754,63728,B,2014,Winter,December,02,New Jersey,Camden County
2755,55961,B,2016,Fall,November,16,New Jersey,Cape May County
2756,55413,A,2016,Summer,August,18th,New Jersey,Cape May County
2757,16604,B,2006,Spring,April,29,New Jersey,Essex County
2758,4273,A,2002,Spring,May,8,New Jersey,Essex County
2759,10046,A,1971,Fall,October,10/16/1971,New Jersey,Essex County
2760,20608,B,2007,Summer,August,August 2,New Jersey,Hunterdon County
2761,459,A,1970,Summer,July,7/15/770,New Jersey,Hunterdon County
2762,22905,A,1977,Spring,,,New Jersey,Mercer County
2763,2271,A,1969,Fall,October,10,New Jersey,Middlesex County
2764,1452,B,2000,Summer,July,5th,New Jersey,Middlesex County
2765,16308,A,1966,Summer,August,8/1966,New Jersey,Monmouth County
2766,66051,A,1981,Fall,September,4,New Jersey,Monmouth County
2767,29139,A,2011,Spring,April,15,New Jersey,Morris County
2768,24928,B,2008,Fall,October,18th,New Jersey,Morris County
2769,21977,B,2006,Winter,March,11,New Jersey,Morris County
2770,16486,B,1983,Spring,May,,New Jersey,Morris County
2771,12065,A,2005,Spring,April,,New Jersey,Morris County
2772,6186,B,2003,Spring,April,7th,New Jersey,Morris County
2773,77867,B,2024,Fall,November,5,New Jersey,Ocean County
2774,59280,B,2018,Spring,April,7,New Jersey,Ocean County
2775,56480,A,2016,Fall,November,21,New Jersey,Ocean County
2776,24738,B,1989,Summer,July,15,New Jersey,Ocean County
2777,15062,B,2006,Summer,June,"13 ,18,25",New Jersey,Ocean County
2779,7437,A,1983,Summer,July,,New Jersey,Ocean County
2780,1556,A,1979,Summer,,,New Jersey,Ocean County
2781,642,A,1970,Summer,August,????,New Jersey,Ocean County
2782,16248,B,2000,Summer,August,,New Jersey,Passaic County
2783,10918,A,2004,Fall,,nov. 16,New Jersey,Passaic County
2784,38762,B,1979,Summer,,,New Jersey,Passaic County
2785,40462,A,2012,Winter,December,29,New Jersey,Salem County
2786,13310,B,1975,Spring,June,20,New Jersey,Salem County
2787,76444,A,1998,Spring,May,Don't remember,New Jersey,Salem County
2788,63569,A,2008,Summer,July,25,New Jersey,Somerset County
2789,2750,A,1977,Summer,,1977,New Jersey,Somerset County
2790,48988,B,2014,Summer,August,5,New Jersey,Sussex County
2791,39329,B,1998,Fall,October,,New Jersey,Sussex County
2792,49812,A,2015,Summer,September,20,New Jersey,Sussex County
2793,49096,B,2015,Summer,June,23,New Jersey,Sussex County
2794,45098,B,2014,Summer,May,21,New Jersey,Sussex County
2795,15292,B,2006,Spring,May,10,New Jersey,Sussex County
2796,1558,B,1998,Spring,,May 15- June 1,New Jersey,Sussex County
2797,16701,A,1997,Fall,November,,New Jersey,Sussex County
2798,22192,B,1995,Winter,February,?,New Jersey,Sussex County
2799,39639,B,1991,Summer,,Saturday,New Jersey,Sussex County
2800,34572,B,1990,Summer,June,,New Jersey,Sussex County
2801,1505,A,1978,Summer,July,,New Jersey,Sussex County
2802,29336,A,1977,Summer,July,Saturday,New Jersey,Sussex County
2804,49883,B,1977,Summer,August,,New Jersey,Warren County
2805,27743,A,1981,Spring,,,New Jersey,Warren County
2806,17550,A,2007,Winter,February,6,New Jersey,Warren County
2807,13276,B,1987,Summer,September,tuesday or wendsday,New Jersey,Warren County
2808,438,B,2000,Fall,September,2nd or 3rd,New Jersey,Warren County
2809,77610,A,2024,Spring,June,June 30th,New Mexico,Catron County
2810,10349,A,2005,Winter,January,1/23/05,New Mexico,Colfax County
2811,3461,A,2001,Fall,November,11/24/01,New Mexico,Dona Ana County
2812,9992,B,2004,Fall,October,14,New Mexico,Lincoln County
2813,28218,B,2010,Summer,September,6,New Mexico,Los Alamos County
2814,34460,A,2011,Summer,July,16,New Mexico,McKinley County
2815,28964,A,2011,Winter,March,"March 7, 2011",New Mexico,McKinley County
2816,12994,A,2005,Fall,November,03,New Mexico,McKinley County
2817,10266,A,2002,Fall,September,"Sept. 17, 2002",New Mexico,McKinley County
2818,23585,B,2008,Winter,March,WEDNESDAY,New Mexico,Otero County
2819,9228,A,2004,Summer,August,"25,26",New Mexico,Otero County
2820,10114,A,2004,Summer,July,late july,New Mexico,Otero County
2821,7823,B,1995,Summer,July,,New Mexico,Otero County
2822,10126,B,2004,Spring,June,02,New Mexico,Otero County
2823,3895,A,1997,Summer,August,,New Mexico,Otero County
2824,1918,A,2000,Summer,June,"June, 2000",New Mexico,Otero County
2825,537,B,2000,Summer,July,7-29-2000,New Mexico,Otero County
2826,9918,B,1987,Fall,November,,New Mexico,Otero County
2827,8417,A,1976,Fall,November,,New Mexico,Otero County
2828,69437,B,2020,Summer,July,Late July,New Mexico,Rio Arriba County
2829,12418,B,2005,Summer,August,11-14,New Mexico,Rio Arriba County
2830,11976,B,2005,Summer,June,21,New Mexico,Rio Arriba County
2831,11109,A,2005,Winter,January,cant rember,New Mexico,Rio Arriba County
2832,11526,A,2004,Winter,December,,New Mexico,Rio Arriba County
2833,1553,B,1998,Fall,November,Nov. 2 approx,New Mexico,Rio Arriba County
2834,8409,A,1983,Spring,May,,New Mexico,Rio Arriba County
2835,20011,B,1982,Fall,November,,New Mexico,Rio Arriba County
2836,26414,A,2009,Spring,May,12,New Mexico,San Juan County
2837,12915,B,2005,Fall,October,22,New Mexico,San Juan County
2838,12271,B,2005,Summer,August,6th,New Mexico,San Juan County
2839,11589,A,2003,Fall,October,SUNDAY,New Mexico,San Juan County
2840,4538,A,2002,Spring,June,June 15th,New Mexico,San Juan County
2841,12542,A,2002,Spring,March,13th - 20th ?,New Mexico,San Juan County
2842,491,B,1996,Summer,,Last time was two years ago,New Mexico,San Juan County
2843,490,A,1980,Summer,July,"July, 1980",New Mexico,San Juan County
2844,43399,A,2013,Fall,October,18,New Mexico,San Miguel County
2845,5535,B,1998,Summer,September,1st to 15th,New Mexico,Sandoval County
2846,66089,A,1986,Winter,December,"Dec 24, 1986",New Mexico,Socorro County
2847,28886,A,2011,Winter,February,Sunday 20th,New Mexico,Taos County
2848,26460,A,2009,Summer,July,9th,New Mexico,Taos County
2849,16207,B,2006,Fall,October,2nd and 3rd,New Mexico,Taos County
2850,4904,B,2000,Spring,May,17,New Mexico,Taos County
2851,5909,A,1984,Fall,September,mid-month,Nevada,Douglas County
2852,22386,A,2004,Summer,October,,Nevada,Esmeralda County
2853,20780,B,2005,Winter,February,,Nevada,Humboldt County
2854,3455,A,1980,Summer,September,15,Nevada,Storey County
2855,5770,B,1972,Summer,August,,Nevada,Washoe County
2856,5697,A,1972,Summer,August,,Nevada,Washoe County
2857,5692,B,1970,Fall,September,,Nevada,Washoe County
2858,2987,B,2001,Summer,June,,New York,Albany County
2859,28244,B,1999,Winter,January,,New York,Allegany County
2860,11726,A,1998,Winter,February,02/01/1998,New York,Allegany County
2863,63279,A,2013,Summer,July,20-24,New York,Cattaraugus County
2864,13288,A,2000,Fall,October,10/15/2004,New York,Cattaraugus County
2865,3399,A,2001,Fall,October,13,New York,Cattaraugus County
2866,4589,B,2000,Summer,September,,New York,Cattaraugus County
2867,6384,B,1975,Fall,September,,New York,Chautauqua County
2868,410,B,2000,Fall,September,30th,New York,Chemung County
2869,4901,B,1997,Summer,,,New York,Chemung County
2870,145,B,1989,Winter,February,unsure,New York,Chemung County
2871,4986,B,2002,Summer,June,,New York,Chenango County
2872,4683,B,2002,Summer,July,15,New York,Chenango County
2873,14035,B,2005,Winter,February,,New York,Clinton County
2874,5241,A,1998,Summer,July,,New York,Clinton County
2875,5245,A,1983,Spring,May,Friday,New York,Columbia County
2876,1451,A,1969,Winter,,,New York,Cortland County
2877,14373,B,2005,Fall,October,10/01/2005,New York,Delaware County
2879,1453,B,1997,Fall,October,,New York,Delaware County
2880,67425,B,2018,Spring,March,18,New York,Dutchess County
2881,43285,A,2013,Fall,November,9,New York,Dutchess County
2882,26205,A,2009,Summer,June,22,New York,Dutchess County
2884,11630,B,1985,Spring,May,5/01/1985,New York,Dutchess County
2885,1520,B,1998,Summer,,,New York,Erie County
2886,74531,A,2022,Summer,May,30,New York,Essex County
2887,64192,A,2010,Summer,August,6,New York,Essex County
2888,15191,B,2006,Summer,June,June 10,New York,Essex County
2890,7909,B,2002,Fall,October,27th,New York,Essex County
2891,5047,B,2002,Fall,October,5,New York,Essex County
2892,1523,B,1998,Fall,September,28 - 29,New York,Essex County
2893,10289,A,1996,Summer,August,8/15/1996,New York,Essex County
2895,75097,B,2022,Fall,October,10/25/2022,New York,Franklin County
2896,25913,B,2004,Summer,,,New York,Fulton County
2897,4286,A,1998,Summer,August,25-30,New York,Fulton County
2898,22561,B,1966,Winter,,01/15/1966,New York,Fulton County
2899,45831,A,2014,Summer,July,11,New York,Hamilton County
2900,28570,B,2010,Fall,September,24,New York,Hamilton County
2901,7872,B,1999,Spring,May,28,New York,Hamilton County
2902,6695,A,1979,Summer,August,,New York,Hamilton County
2903,1524,B,1969,Summer,July,,New York,Hamilton County
2904,6700,A,2000,Summer,July,11,New York,Lewis County
2905,454,B,1970,Summer,,,New York,Madison County
2906,8905,B,2004,Summer,June,20,New York,Monroe County
2907,1525,A,1997,Fall,October,,New York,Monroe County
2908,12709,A,2002,Fall,September,9/21/2002,New York,Niagara County
2909,27035,B,1972,Fall,October,10/28/1972,New York,Oneida County
2910,57998,B,1960,Summer,August,mid-month,New York,Onondaga County
2911,68896,B,2020,Fall,October,,New York,Ontario County
2912,7368,A,1979,Fall,November,10,New York,Ontario County
2913,63832,A,1994,Fall,September,14,New York,Orange County
2914,2144,B,1973,Summer,July,,New York,Orange County
2915,11688,A,2003,Winter,January,01/15/2003,New York,Orleans County
2916,7939,B,2002,Summer,August,Late August,New York,Orleans County
2917,18122,A,1997,Spring,April,04/15/1997,New York,Orleans County
2919,11089,B,1992,Spring,May,early May,New York,Orleans County
2920,5326,A,1996,Fall,September,can't remember,New York,Oswego County
2922,12388,A,2004,Spring,May,5/31/04,New York,Otsego County
2923,1597,B,1998,Summer,July,11 th,New York,Otsego County
2924,13874,A,1973,Summer,August,08/01/1973,New York,Otsego County
2925,65469,B,2020,Spring,May,17,New York,Putnam County
2926,15144,B,2004,Summer,September,20,New York,Putnam County
2927,11841,A,1980,Summer,August,8/21/1980,New York,Putnam County
2928,8187,B,2004,Winter,February,02/15/2004,New York,Rensselaer County
2929,4508,B,1990,Winter,January,,New York,Rensselaer County
2930,5685,A,1988,Summer,July,,New York,Rensselaer County
2931,28105,B,2010,Summer,August,10,New York,Rockland County
2932,5703,B,1997,Fall,October,,New York,Rockland County
2933,5022,B,1990,Winter,,,New York,Rockland County
2934,1450,A,1999,Fall,September,13th,New York,Schuyler County
2935,25661,B,2009,Spring,March,3,New York,St. Lawrence County
2937,74487,A,2022,Spring,May,17,New York,Steuben County
2938,68932,A,2012,Fall,November,Mid,New York,Steuben County
2939,19836,B,2003,Fall,November,11/09/2003,New York,Steuben County
2940,5515,B,2002,Fall,November,12,New York,Steuben County
2942,2630,A,1986,Fall,November,1st week of deer gun season.,New York,Steuben County
2945,7890,B,2001,Winter,January,Saturday,New York,Tioga County
2946,59664,B,2018,Summer,June,28th,New York,Ulster County
2947,7514,B,1997,Spring,May,23,New York,Ulster County
2948,8064,A,1985,Winter,December,21,New York,Ulster County
2949,59838,A,2018,Summer,August,7,New York,Warren County
2950,26338,B,2009,Summer,July,24th,New York,Warren County
2951,21488,B,2007,Summer,August,18,New York,Warren County
2953,15566,B,2006,Spring,March,3/31/2006,New York,Warren County
2954,6233,B,2002,Summer,,August,New York,Warren County
2955,15565,B,2002,Spring,May,5/11/2002,New York,Warren County
2957,2557,B,2001,Spring,May,5/6/01,New York,Warren County
2958,1599,B,1998,Summer,July,29th,New York,Warren County
2960,3298,A,1992,Fall,October,,New York,Warren County
2961,2405,A,1990,Spring,,Spring,New York,Warren County
2962,65975,A,2019,Summer,June,12,New York,Washington County
2963,55727,B,2015,Spring,June,17,New York,Washington County
2964,9723,B,2004,Fall,November,7th and 8th,New York,Washington County
2965,70,B,2000,Summer,July,9,New York,Washington County
2966,1603,B,2000,Summer,July,9th,New York,Washington County
2967,15398,B,1999,Fall,November,Election Day,New York,Washington County
2968,1601,A,1989,Winter,January,,New York,Washington County
2969,2704,A,1981,Winter,January,"January 15, 1981",New York,Washington County
2970,26566,A,2003,Fall,September,20,New York,Wayne County
2971,31940,A,2010,Fall,September,1,New York,Westchester County
2972,58703,B,2017,Spring,June,17,Ohio,Adams County
2973,37259,A,2012,Fall,November,9th,Ohio,Adams County
2974,30369,B,2011,Summer,August,8th,Ohio,Adams County
2975,34932,B,2009,Summer,June,Saturday,Ohio,Adams County
2977,4176,A,1999,Spring,April,26,Ohio,Adams County
2978,3352,B,1981,Winter,January,31,Ohio,Adams County
2979,3350,B,1999,Fall,November,1,Ohio,Allen County
2980,3351,A,1987,Winter,March,,Ohio,Allen County
2981,71751,B,2021,Summer,June,18,Ohio,Ashland County
2982,69411,B,2021,Summer,June,9,Ohio,Ashland County
2983,69065,A,2021,Spring,April,24,Ohio,Ashland County
2984,72131,A,2020,Fall,August,18,Ohio,Ashland County
2985,49847,B,2015,Summer,September,Sept. 18,Ohio,Ashland County
2986,5333,A,1943,Fall,August,,Ohio,Ashland County
2987,11946,B,2003,Spring,April,"April 7, 2003",Ohio,Ashland County
2988,3380,A,1991,Fall,September,,Ohio,Ashland County
2989,7026,A,1963,Summer,July,,Ohio,Ashland County
2990,44262,B,2014,Winter,February,February 15,Ohio,Ashtabula County
2991,40360,B,2013,Winter,March,14,Ohio,Ashtabula County
2992,30035,A,2011,Summer,July,15,Ohio,Ashtabula County
2993,29018,B,2007,Fall,September,22,Ohio,Ashtabula County
2994,1117,A,2000,Winter,December,28,Ohio,Ashtabula County
2995,4201,B,1999,Spring,May,,Ohio,Ashtabula County
2996,4200,A,1991,Summer,July,,Ohio,Ashtabula County
2997,4837,A,1976,Winter,November,,Ohio,Ashtabula County
2998,63616,A,2019,Fall,October,10th,Ohio,Athens County
2999,4409,A,2002,Spring,May,16 to 26,Ohio,Athens County
3001,3533,B,1998,Fall,November,11/19/98,Ohio,Athens County
3002,4202,A,1994,Fall,September,,Ohio,Athens County
3003,7803,A,1980,Summer,July,,Ohio,Athens County
3004,3385,A,1974,Fall,October,late oct.1974,Ohio,Auglaize County
3005,65305,B,2020,Spring,April,7th,Ohio,Belmont County
3006,59078,B,2018,Winter,January,21,Ohio,Belmont County
3007,49918,B,2015,Fall,October,4,Ohio,Belmont County
3009,17388,B,2002,Fall,October,15,Ohio,Belmont County
3010,48372,A,1994,Fall,November,5th or 6th,Ohio,Belmont County
3012,3386,C,1997,Spring,,04/06/1997,Ohio,Brown County
3013,25961,A,1986,Summer,July,July 1986,Ohio,Brown County
3014,4659,A,2002,Summer,July,SUNDAY,Ohio,Butler County
3015,4672,A,2001,Summer,June,,Ohio,Butler County
3017,76924,A,2024,Winter,February,06,Ohio,Carroll County
3018,25948,B,2009,Spring,May,10th,Ohio,Carroll County
3019,11771,A,2005,Spring,May,30,Ohio,Carroll County
3020,56957,B,2001,Fall,October,unknown,Ohio,Carroll County
3021,8494,A,1976,Summer,August,Unknown,Ohio,Carroll County
3022,12669,B,1983,Fall,October,,Ohio,Champaign County
3023,5311,A,1983,Spring,May,,Ohio,Champaign County
3024,1756,A,2000,Fall,November,24 Nov 2000,Ohio,Clark County
3025,1755,A,2000,Fall,October,,Ohio,Clark County
3026,1751,A,1998,Fall,October,,Ohio,Clark County
3027,1750,A,1993,Summer,September,,Ohio,Clark County
3029,70702,B,2021,Fall,September,16,Ohio,Clermont County
3030,60924,A,2018,Spring,April,21,Ohio,Clermont County
3031,56346,B,2015,Fall,November,4,Ohio,Clermont County
3032,49766,B,2015,Fall,September,13,Ohio,Clermont County
3033,47305,B,2014,Winter,December,7th,Ohio,Clermont County
3034,26149,B,2009,Summer,June,06/16/09,Ohio,Clermont County
3035,77563,B,2024,Summer,June,5th,Ohio,Columbiana County
3036,51304,A,2015,Fall,October,around the 20th,Ohio,Columbiana County
3037,37656,B,2012,Fall,November,22nd,Ohio,Columbiana County
3038,46834,B,2008,Summer,June,,Ohio,Columbiana County
3039,15969,B,2003,Summer,,,Ohio,Columbiana County
3040,6900,A,2001,Fall,November,,Ohio,Columbiana County
3041,6620,A,2001,Summer,July,12-16,Ohio,Columbiana County
3042,7493,B,1997,Fall,,,Ohio,Columbiana County
3044,12220,B,1980,Spring,June,"June 15, 1987",Ohio,Columbiana County
3046,33014,A,1973,Summer,August,,Ohio,Columbiana County
3047,4307,A,1971,Summer,June,,Ohio,Columbiana County
3048,3535,B,2001,Spring,April,?,Ohio,Coshocton County
3049,4555,B,2000,Spring,May,7,Ohio,Coshocton County
3050,3589,B,1998,Spring,March,?,Ohio,Coshocton County
3051,4310,B,1988,Spring,May,19,Ohio,Coshocton County
3052,23414,A,2003,Summer,September,,Ohio,Cuyahoga County
3053,2902,A,1998,Spring,May,24,Ohio,Defiance County
3054,4556,A,1977,Unknown,,,Ohio,Defiance County
3055,878,A,1989,Summer,August,unknown,Ohio,Delaware County
3056,10861,A,1976,Summer,July,unknown,Ohio,Delaware County
3057,38725,B,2013,Winter,January,1-2,Ohio,Erie County
3058,4299,B,2000,Fall,October,29,Ohio,Erie County
3059,63981,A,2019,Winter,December,20,Ohio,Fairfield County
3060,51962,A,2016,Summer,May,May 31 2016,Ohio,Fairfield County
3061,28499,B,2010,Fall,October,9th,Ohio,Fairfield County
3062,8450,B,2004,Spring,April,3,Ohio,Fairfield County
3063,7936,A,2000,Summer,June,29,Ohio,Fairfield County
3064,4557,A,1997,Summer,June,,Ohio,Franklin County
3066,56586,A,2017,Winter,January,21,Ohio,Gallia County
3067,28912,A,2011,Winter,February,22,Ohio,Gallia County
3068,3767,A,1998,Summer,September,labor day weekend,Ohio,Gallia County
3069,3686,A,1998,Summer,May,?,Ohio,Gallia County
3070,63178,B,1972,Winter,January,17,Ohio,Gallia County
3071,15430,B,2006,Summer,August,4th and 5th,Ohio,Geauga County
3072,15088,B,2005,Summer,August,14,Ohio,Geauga County
3073,10766,A,2005,Winter,February,02/24/2005,Ohio,Geauga County
3076,3248,A,2001,Spring,March,,Ohio,Geauga County
3077,3301,A,1980,Summer,August,<unknown>,Ohio,Geauga County
3078,8836,A,1978,Winter,February,,Ohio,Geauga County
3080,40619,B,2013,Winter,March,16,Ohio,Greene County
3081,4498,A,2002,Summer,June,6-1-02,Ohio,Greene County
3082,31100,B,1988,Spring,May,,Ohio,Greene County
3083,69398,B,1979,Fall,October,,Ohio,Guernsey County
3085,56800,B,2017,Winter,February,12,Ohio,Guernsey County
3086,41452,B,2013,Summer,June,17,Ohio,Guernsey County
3087,41232,A,2013,Spring,May,Sunday 5th,Ohio,Guernsey County
3088,31439,B,2010,Summer,July,sunday,Ohio,Guernsey County
3089,15371,B,2006,Summer,July,28th,Ohio,Guernsey County
3090,15876,B,2005,Summer,August,08/12/2005,Ohio,Guernsey County
3091,9188,A,2004,Summer,August,18,Ohio,Guernsey County
3092,9281,A,2004,Summer,August,17,Ohio,Guernsey County
3093,8843,B,2004,Spring,April,17,Ohio,Guernsey County
3094,24141,A,2003,Spring,May,15th,Ohio,Guernsey County
3095,2332,B,1999,Summer,August,,Ohio,Guernsey County
3096,4558,A,1998,Fall,October,15,Ohio,Guernsey County
3097,8042,A,1996,Fall,October,,Ohio,Guernsey County
3098,57013,B,2013,Fall,October,Saturday,Ohio,Hamilton County
3099,4458,B,1993,Summer,June,,Ohio,Hancock County
3100,8446,A,2004,Spring,March,,Ohio,Hardin County
3101,4760,A,2002,Summer,July,"Thursday, July 18",Ohio,Hardin County
3102,37793,A,2012,Fall,November,11/26/2012,Ohio,Harrison County
3103,35079,A,1982,Spring,March,,Ohio,Harrison County
3104,50856,A,2010,Fall,September,4,Ohio,Harrison County
3105,62549,A,2019,Winter,February,,Ohio,Harrison County
3106,30548,B,1979,Summer,July,,Ohio,Harrison County
3107,63140,B,2007,Summer,September,07/23/2019,Ohio,Harrison County
3108,34664,B,2012,Spring,March,03/19/2012,Ohio,Harrison County
3109,37692,B,2010,Summer,March,2,Ohio,Harrison County
3110,9022,B,2004,Summer,July,18th,Ohio,Harrison County
3111,5013,B,2000,Fall,October,,Ohio,Harrison County
3112,4950,B,1998,Spring,May,30,Ohio,Harrison County
3113,58053,B,2017,Summer,August,13,Ohio,Hocking County
3114,57774,B,2017,Summer,June,25,Ohio,Hocking County
3115,30622,A,2011,Summer,August,29,Ohio,Hocking County
3116,378,A,1998,Summer,July,July 11th,Ohio,Hocking County
3117,3920,A,1980,Fall,October,nk,Ohio,Hocking County
3118,8394,A,1979,Spring,May,,Ohio,Hocking County
3119,42120,B,2013,Summer,August,24,Ohio,Holmes County
3120,41270,B,2013,Spring,May,27,Ohio,Holmes County
3121,38835,B,2013,Winter,January,5th,Ohio,Holmes County
3122,36830,A,2012,Summer,June,28,Ohio,Holmes County
3123,39360,A,2012,Summer,June,21,Ohio,Holmes County
3124,3381,A,1997,Summer,July,07/03/1997,Ohio,Holmes County
3125,49614,B,2015,Summer,August,8/24/15,Ohio,Huron County
3127,69490,B,2021,Summer,July,9th,Ohio,Jefferson County
3130,8006,B,2001,Spring,June,,Ohio,Jefferson County
3131,4951,A,1997,Fall,,,Ohio,Jefferson County
3132,4952,A,1988,Winter,,,Ohio,Jefferson County
3133,5778,B,1987,Fall,August,7,Ohio,Jefferson County
3136,58853,B,2018,Winter,January,5,Ohio,Knox County
3137,56073,B,2016,Fall,October,7,Ohio,Lake County
3138,4731,A,1981,Summer,July,,Ohio,Lake County
3139,10925,A,1991,Winter,February,24,Ohio,Lawrence County
3140,7940,A,1980,Summer,August,,Ohio,Lawrence County
3141,8236,A,1984,Winter,January,15,Ohio,Licking County
3142,4953,A,1968,Summer,,,Ohio,Licking County
3143,4957,B,1987,Fall,October,,Ohio,Lorain County
3144,49813,A,1985,Summer,August,August 1985,Ohio,Lorain County
3145,7830,B,1967,Summer,,,Ohio,Lorain County
3146,10330,A,2003,Winter,February,,Ohio,Madison County
3147,69469,B,2021,Summer,July,17,Ohio,Mahoning County
3148,58702,A,2013,Fall,November,12,Ohio,Mahoning County
3149,40715,B,2012,Spring,March,I think March 24?,Ohio,Mahoning County
3150,27613,A,2009,Summer,August,Unknown,Ohio,Mahoning County
3151,25724,B,2006,Spring,April,April,Ohio,Mahoning County
3152,26709,A,2001,Fall,October,10,Ohio,Mahoning County
3153,23125,A,1998,Summer,July,Thursday,Ohio,Mahoning County
3154,4959,A,1972,Summer,,,Ohio,Mahoning County
3155,75810,B,2023,Spring,April,04/29/2023,Ohio,Medina County
3156,69588,B,2021,Summer,August,Sunday,Ohio,Medina County
3157,41774,B,2013,Summer,June,25,Ohio,Medina County
3158,42022,B,2013,Spring,April,13,Ohio,Medina County
3159,6330,A,2003,Spring,May,,Ohio,Medina County
3160,7973,A,2001,Fall,September,late,Ohio,Medina County
3161,8778,A,2000,Fall,October,,Ohio,Medina County
3162,10729,A,1992,Fall,September,I don't know,Ohio,Medina County
3163,4960,B,1978,Fall,,,Ohio,Medina County
3164,8587,A,1976,Fall,September,UNKNOWN,Ohio,Medina County
3165,57659,A,2017,Summer,June,June 05th,Ohio,Miami County
3166,33979,A,2009,Winter,February,"6th, 7th, 8th and on",Ohio,Miami County
3167,7718,A,2003,Fall,September,3,Ohio,Miami County
3168,257,B,2000,Summer,September,1st.,Ohio,Miami County
3169,4961,B,1994,Winter,February,,Ohio,Monroe County
3170,77528,A,2023,Winter,December,23rd,Ohio,Montgomery County
3171,41676,B,2013,Summer,July,19,Ohio,Montgomery County
3172,26369,A,2005,Winter,February,,Ohio,Montgomery County
3173,9766,B,2004,Summer,August,15,Ohio,Montgomery County
3174,12789,B,1988,Fall,September,14,Ohio,Montgomery County
3175,40580,B,2013,Winter,March,20,Ohio,Morrow County
3176,10863,A,2005,Winter,January,13th of January,Ohio,Morrow County
3177,9537,A,2002,Summer,August,,Ohio,Morrow County
3178,8944,A,1978,Summer,June,,Ohio,Morrow County
3179,3293,A,1978,Winter,January,,Ohio,Morrow County
3180,1625,A,1977,Summer,,1977,Ohio,Morrow County
3181,50393,B,2015,Fall,December,1-5 and also the 8th,Ohio,Muskingum County
3182,6722,A,2003,Summer,July,26,Ohio,Muskingum County
3183,44066,B,1995,Spring,March,,Ohio,Muskingum County
3184,4962,B,1988,Summer,August,,Ohio,Noble County
3185,12597,B,1982,Summer,June,dont remember,Ohio,Noble County
3186,374,A,1977,Winter,February,NA,Ohio,Noble County
3187,8086,B,1958,Winter,January,mid month,Ohio,Noble County
3188,14223,B,1974,Spring,,20,Ohio,Ottawa County
3189,67239,A,2020,Fall,October,31,Ohio,Perry County
3190,67875,A,2020,Fall,September,,Ohio,Perry County
3191,6313,A,2003,Spring,May,11,Ohio,Perry County
3192,2450,A,1978,Summer,June,,Ohio,Perry County
3193,43407,B,2013,Winter,December,24,Ohio,Pike County
3195,5977,A,2000,Spring,May,,Ohio,Pike County
3196,4964,A,1999,Winter,December,22,Ohio,Pike County
3197,31246,B,2011,Summer,August,17,Ohio,Portage County
3198,28730,B,2010,Winter,December,12/15/2010,Ohio,Portage County
3199,31000,B,2009,Summer,June,17,Ohio,Portage County
3201,23980,B,2008,Summer,June,10,Ohio,Portage County
3202,5406,B,2002,Fall,November,often,Ohio,Portage County
3203,7224,A,2003,Fall,October,Friday the 10th,Ohio,Portage County
3205,982,B,1999,Summer,August,unknown,Ohio,Portage County
3206,4967,B,1997,Spring,April,,Ohio,Portage County
3207,5259,B,1995,Fall,October,mid,Ohio,Portage County
3208,28820,A,1994,Winter,February,12,Ohio,Portage County
3210,40040,B,1986,Summer,July,,Ohio,Portage County
3212,4969,B,1983,Summer,,,Ohio,Portage County
3213,4966,B,1976,Summer,,,Ohio,Portage County
3214,4968,B,1970,Fall,November,,Ohio,Portage County
3216,58086,B,2014,Summer,July,7-12-2014,Ohio,Preble County
3217,45280,B,2014,Spring,June,7th,Ohio,Preble County
3219,4972,B,1978,Fall,September,,Ohio,Preble County
3220,4970,A,1977,Spring,May,18,Ohio,Preble County
3221,4973,A,1998,Fall,September,,Ohio,Richland County
3222,4974,B,1996,Summer,,,Ohio,Richland County
3223,7425,A,1958,Winter,November,unknown,Ohio,Richland County
3224,7932,A,2002,Winter,December,1,Ohio,Ross County
3225,16489,B,2002,Fall,September,7,Ohio,Ross County
3226,7133,A,1980,Summer,July,,Ohio,Ross County
3227,58458,A,2017,Fall,October,28,Ohio,Sandusky County
3228,44173,B,2014,Winter,February,2-4-14,Ohio,Scioto County
3229,27972,B,2010,Summer,July,6,Ohio,Scioto County
3230,5229,A,1985,Summer,June,,Ohio,Scioto County
3231,4976,A,1990,Fall,October,,Ohio,Scioto County
3232,6062,A,1986,Fall,October,,Ohio,Scioto County
3233,10421,B,1982,Summer,July,,Ohio,Scioto County
3234,4975,B,1977,Fall,,,Ohio,Scioto County
3235,841,A,1982,Fall,November,,Ohio,Shelby County
3236,42745,A,2011,Summer,September,9th,Ohio,Stark County
3237,28998,B,2010,Fall,October,22,Ohio,Stark County
3238,1851,A,2001,Winter,February,24th feb 2001,Ohio,Stark County
3239,2850,A,1995,Winter,February,,Ohio,Stark County
3240,5030,A,1992,Unknown,,,Ohio,Stark County
3241,17189,B,1991,Summer,August,,Ohio,Stark County
3242,4977,A,1978,Summer,August,,Ohio,Stark County
